Company,Position,Location,posting_url,Remote?,Type
Crowdstrike,"Regional Sales Manager (Remote, KOR)",South Korea - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/South-Korea---Remote/Regional-Sales-Manager--Remote--KOR-_R16040,Remote,Full-time
Crowdstrike,"Manager, SMB Sales",Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/Manager--SMB-Sales_R16198,Not Remote,Full-time
Crowdstrike,SMB Account Executive  - Spanish Speaking,Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Executive----Spanish-Speaking_R16098,Not Remote,Full-time
Crowdstrike,SMB Account Executive - DACH,Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Executive---DACH_R16136,Not Remote,Full-time
Crowdstrike,SMB Account Executive - DACH,Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Executive---DACH_R16140,Not Remote,Full-time
Crowdstrike,SMB Account Executive - Italian Speaking,Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Executive---Italian-Speaking_R16170-1,Not Remote,Full-time
Crowdstrike,SMB Account Executive (DACH),Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Executive--DACH-_R16095,Not Remote,Full-time
Crowdstrike,SMB Account Executive (DACH),Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Executive--DACH-_R16137,Not Remote,Full-time
Crowdstrike,SMB Account Executive (DACH),Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Executive--DACH-_R16138,Not Remote,Full-time
Crowdstrike,SMB Account Executive (DACH),Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Executive--DACH-_R16139,Not Remote,Full-time
Crowdstrike,SMB Account Manager (DACH),2 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Manager--DACH-_R16173,Not Remote,Full-time
Crowdstrike,SMB Account Executive,Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/SMB-Account-Manager--Nordics_R16167,Not Remote,Full-time
Crowdstrike,Sr. Corporate Account Executive (DACH),Spain - Barcelona,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Spain---Barcelona/Sr-Corporate-Account-Executive--DACH-_R16200,Not Remote,Full-time
Crowdstrike,Corporate Account Executive - Thai Market (Remote),Thailand - Bangkok,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Thailand---Bangkok/Corporate-Account-Executive---Thai-Market_R16007,Remote,Full-time
Crowdstrike,"Regional Sales Manager (Remote, THA)",Thailand - Bangkok,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/Thailand---Bangkok/Regional-Sales-Manager--Remote--THA-_R16001,Remote,Full-time
Crowdstrike,"Growth Marketing Specialist (Remote, UAE)",UAE - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/UAE---Remote/Growth-Marketing-Specialist--Remote--UAE-_R16185,Remote,Full-time
Crowdstrike,"Regional Sales Director (Remote, UAE)",UAE - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/UAE---Remote/Regional-Sales-Director--Remote--UAE-_R16272,Remote,Full-time
Crowdstrike,"Regional Sales Director (Remote, UAE)",UAE - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/UAE---Remote/Regional-Sales-Director--Remote--UAE-_R16274,Remote,Full-time
Crowdstrike,"Regional Sales Director (Remote, UAE)",UAE - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/UAE---Remote/Regional-Sales-Director--Remote--UAE-_R16275,Remote,Full-time
Crowdstrike,"Regional Sales Director (Remote, UAE)",UAE - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/UAE---Remote/Regional-Sales-Director--Remote--UAE-_R16276,Remote,Full-time
Crowdstrike,"Regional Sales Manager (Remote, UAE)",UAE - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/UAE---Remote/Regional-Sales-Manager--Remote--UAE-_R16303,Remote,Full-time
Crowdstrike,"Regional Sales Manager (Remote, UAE)",UAE - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/UAE---Remote/Regional-Sales-Manager--Remote--UAE-_R16304,Remote,Full-time
Crowdstrike,"Regional Sales Manager (Remote, UAE)",UAE - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/UAE---Remote/Regional-Sales-Manager--Remote--UAE-_R16305,Remote,Full-time
Crowdstrike,SMB Account Executive,United Kingdom - Reading,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Reading/SMB-Account-Executive_R16104,Not Remote,Full-time
Crowdstrike,SMB Account Executive,United Kingdom - Reading,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Reading/SMB-Account-Executive_R16169,Not Remote,Full-time
Crowdstrike,"Cloud Software Engineer, Platform (Remote)",2 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Cloud-Software-Engineer--Platform--Remote--IRE-_R15370,Remote,Full-time
Crowdstrike,"Manager, Falcon Complete (Remote, GBR)",United Kingdom - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Manager--Falcon-Complete--Remote--GBR-_R16132,Remote,Full-time
Crowdstrike,"Manager, Network Reliability Engineering (Remote)",2 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Manager--Network-Reliability-Engineering--Remote--GBR-_R15850,Remote,Full-time
Crowdstrike,"Platform Operations Senior Consultant (Remote, GBR)",United Kingdom - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Platform-Operations-Senior-Consultant--Remote--GBR-_R15986,Remote,Full-time
Crowdstrike,"Platform Operations Senior Consultant (Remote, GBR)",United Kingdom - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Platform-Operations-Senior-Cosultant--Remote--GBR-_R15985,Remote,Full-time
Crowdstrike,"Regional Sales Manager, Public Sector (Remote, GBR)",United Kingdom - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Regional-Sales-Manager--Public-Sector--Remote--GBR-_R16306,Remote,Full-time
Crowdstrike,"Sr. Consultant, Red Team (Remote, GBR)",United Kingdom - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Sr-Consultant--Red-Team--Remote--GBR-_R15960,Remote,Full-time
Crowdstrike,Sr. Security Researcher (Remote),6 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Sr-Security-Researcher--Remote--GBR-_R15987,Remote,Full-time
Crowdstrike,Sr. Software Engineer - Data Infrastructure Team (Remote),9 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Sr-Software-Engineer---Data-Infrastructure-Team--Remote--GBR--_R15920,Remote,Full-time
Crowdstrike,"Sr. Software Engineer, UI - Falcon4IT (Remote)",3 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Sr-Software-Engineer--UI---Falcon4IT--Remote-_R15212,Remote,Full-time
Crowdstrike,"Technical Support Engineer (Remote, GBR)",United Kingdom - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/United-Kingdom---Remote/Technical-Support-Engineer--Remote--GBR-_R16088,Remote,Full-time
Crowdstrike,Corporate Account Manager - SLED (Hybrid),"USA - Austin, TX",https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Austin-TX/Corporate-Account-Manager---SLED--Hybrid-_R16072-1,Not Remote,Full-time
Crowdstrike,Corporate Account Manager (Hybrid),"USA - Austin, TX",https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Austin-TX/Corporate-Account-Manager--Hybrid-_R16120-1,Not Remote,Full-time
Crowdstrike,"Sales Development Representative  (Hybrid, Austin TX)","USA - Austin, TX",https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Austin-TX/Sales-Development-Representative---Hybrid--Austin-TX-_R16273,Not Remote,Full-time
Crowdstrike,SMB Account Executive,"USA - Austin, TX",https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Austin-TX/SMB-Account-Executive_R16244-1,Not Remote,Full-time
Crowdstrike,Facilities Coordinator,"USA - Bend, OR",https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Bend-OR/Facilities-Coordinator_R15623,Not Remote,Full-time
Crowdstrike,"Regional Sales Director, NG SIEM (Remote, West Coast)",14 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote-CA/Regional-Sales-Director--NG-SIEM--Remote--West-Coast-_R16172,Remote,Full-time
Crowdstrike,"Regional Sales Engineer, NG SIEM/Logscale (Remote)","USA - Remote, CA",https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote-CA/Regional-Sales-Engineer--NG-SIEM-Logscale--Remote-_R15973,Remote,Full-time
Crowdstrike,"Regional Sales Engineer, NG SIEM/Logscale (Remote, Pacific/Mountain)",11 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote-CA/Regional-Sales-Engineer--NG-SIEM-Logscale--Remote--Pacific-Mountain-_R15977,Remote,Full-time
Crowdstrike,"Regional Sales Manager, SLED (Remote)","USA - Remote, CA",https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote-CA/Regional-Sales-Manager--SLED--Remote-_R16210,Remote,Full-time
Crowdstrike,"Regional Sales Manager - Majors (Remote, Chicago)","USA - Remote, IL",https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote-IL/Regional-Sales-Manager---Majors--Chicago---Remote-_R14441,Remote,Full-time
Crowdstrike,"Regional Sales Manager, SLED (Remote)",9 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote-MN/Regional-Sales-Manager--SLED--Remote-_R16208,Remote,Full-time
Crowdstrike,Sr. Cloud Software Engineer-Surface (Remote),22 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote-NJ/Sr-Cloud-Software-Engineer-Surface--Remote-_R16055,Remote,Full-time
Crowdstrike,"Sr. Infrastructure Engineer (Remote, Central/East Coast)",38 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote-NY/Sr-Infrastructure-Engineer--Remote--Central-East-Coast-_R16112,Remote,Full-time
Crowdstrike,Regional Sales Director (Remote),2 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote-VA/Regional-Sales-Director--Remote-_R16153,Remote,Full-time
Crowdstrike,Sr. Application Security Engineer - Windows (Remote),6 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Application-Security-Engineer---Windows--Remote-_R16026,Remote,Full-time
Crowdstrike,Sustaining Engineer,6 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Cloud-Engineer_R16027,Not Remote,Full-time
Crowdstrike,Cloud Integrations Solution Architect (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Cloud-Integrations-Solution-Architect--Remote-_R16028,Remote,Full-time
Crowdstrike,"Competitive Intelligence Analyst, Falcon for IT (Remote)",6 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Competitive-Intelligence-Analyst--Falcon-for-IT--Remote-_R15519,Remote,Full-time
Crowdstrike,"Consultant, Readiness Services (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Consultant--Readiness-Services--Remote-_R16148,Remote,Full-time
Crowdstrike,"Corporate Sales Specialist, Falcon Complete (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Corporate-Sales-Specialist--Falcon-Complete--Remote-_R16317,Remote,Full-time
Crowdstrike,Data Center Build Engineer (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Data-Center-Build-Engineer--Remote-_R15529,Remote,Full-time
Crowdstrike,Data Center Infrastructure Engineer (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Data-Center-Infrastructure-Engineer--Remote-_R15938,Remote,Full-time
Crowdstrike,Distributed Systems Software Engineer (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Distributed-Systems-Software-Engineer--Remote-_R16207,Remote,Full-time
Crowdstrike,eDiscovery Analyst (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/eDiscovery-Analyst--Remote-_R16102-1,Remote,Full-time
Crowdstrike,Engineering Manager - LogScale US Engine Team (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Engineering-Manager---LogScale-US-Engine-Team--Remote-_R15277,Remote,Full-time
Crowdstrike,"Engineering Manager, Cloud Security Product Group (Remote, East Coast)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Engineering-Manager--Cloud-Security-Product-Group--Remote--East-Coast-_R16160-1,Remote,Full-time
Crowdstrike,"Sr. Engineering Manager, Data Platform Ingestion (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Engineering-Manager--Data-Platform--Remote-_R15243,Remote,Full-time
Crowdstrike,"Engineering Manager, Distributed Graph Storage Systems (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Engineering-Manager--Distributed-Graph-Storage-Systems--Remote-_R16111-1,Remote,Full-time
Crowdstrike,Field Competitive Intelligence Analyst (Remote),6 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Field-Competitive-Intelligence-Analyst--Remote-_R16029,Remote,Full-time
Crowdstrike,Front End Engineer II (Remote),6 Locations,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Front-End-Engineer-II--Remote-_R16326,Remote,Full-time
Crowdstrike,Full Stack Engineer - IoT (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Full-Stack-Engineer---IoT--Remote-_R16158,Remote,Full-time
Crowdstrike,"Infrastructure Engineer, TechOps CICD (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Infrastructure-Engineer-III--TechOps-CICD--Remote-_R15940,Remote,Full-time
Crowdstrike,"Manager, Engineering (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Manager--Engineering--Remote-_R15524-1,Remote,Full-time
Crowdstrike,Network Deployment Manager (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Network-Deployment-Manager--Remote-_R15447,Remote,Full-time
Crowdstrike,"Principal BI Analyst, Finance (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Principal-BI-Analyst--Finance--Remote-_R16280-1,Remote,Full-time
Crowdstrike,Principal Cloud Backend Engineer (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Principal-Cloud-Backend-Engineer--Hybrid---Arlington--VA-_R15200,Remote,Full-time
Crowdstrike,"Principal Consultant, Cloud Platform Operations (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Principal-Consultant--Cloud-Platform-Operations--Remote-_R16315,Remote,Full-time
Crowdstrike,"Principal Software Engineer, Data (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Principal-Software-Engineer--Data--Remote-_R16019,Remote,Full-time
Crowdstrike,"Project Manager, Data Science (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Project-Manager--Data-Science--Remote-_R16070,Remote,Full-time
Crowdstrike,"Regional Sales Manager, Majors (Remote, Atlanta)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Regional-Sales-Manager--Majors---Atlanta_R14513,Remote,Full-time
Crowdstrike,"Security Advisor, Falcon Complete (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Security-Advisor--Falcon-Complete--Remote-_R16192,Remote,Full-time
Crowdstrike,"Software Engineer - Cloud, Liveness (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Software-Engineer---Cloud--Liveness--Remote-_R16164-1,Remote,Full-time
Crowdstrike,"Software Engineer - Cloud, Platform (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Software-Engineer---Cloud--Platform--Remote-_R16318,Remote,Full-time
Crowdstrike,"Software Engineer - Windows Sensor, Platform (Remote)",USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Software-Engineer---Windows-Sensor--Platform--Remote-_R16298-1,Remote,Full-time
Crowdstrike,Specialist Sales Manager - ASPM (Remote),USA - Remote,https://crowdstrike.wd5.myworkdayjobs.com/en-US/crowdstrikecareers/job/USA---Remote/Specialist-Sales-Manager---ASPM--Remote-_R16030,Remote,Full-time
